0 0.00 313
0 0.25 9
0 0.50 3
0 0.75 0
0 1.00 0
0 1.25 0
0 1.50 0
0 1.75 0
0 2.00 0
0 2.25 0
0 2.50 0
0 2.75 0
1 0.00 330
1 0.25 5
1 0.50 6
1 0.75 1
1 1.00 0
1 1.25 0
1 1.50 0
1 1.75 0
1 2.00 0
1 2.25 0
1 2.50 0
1 2.75 0
2 0.00 348
2 0.25 12
2 0.50 2
2 0.75 1
2 1.00 0
2 1.25 0
2 1.50 0
2 1.75 0
2 2.00 0
2 2.25 0
2 2.50 0
2 2.75 0
3 0.00 398
3 0.25 15
3 0.50 0
3 0.75 1
3 1.00 0
3 1.25 0
3 1.50 0
3 1.75 0
3 2.00 0
3 2.25 0
3 2.50 0
3 2.75 0
4 0.00 413
4 0.25 11
4 0.50 7
4 0.75 1
4 1.00 0
4 1.25 0
4 1.50 0
4 1.75 0
4 2.00 0
4 2.25 0
4 2.50 0
4 2.75 0
5 0.00 412
5 0.25 24
5 0.50 3
5 0.75 1
5 1.00 0
5 1.25 0
5 1.50 0
5 1.75 0
5 2.00 0
5 2.25 0
5 2.50 0
5 2.75 0
6 0.00 424
6 0.25 13
6 0.50 10
6 0.75 0
6 1.00 0
6 1.25 0
6 1.50 0
6 1.75 0
6 2.00 0
6 2.25 0
6 2.50 0
6 2.75 0
7 0.00 505
7 0.25 20
7 0.50 5
7 0.75 1
7 1.00 0
7 1.25 0
7 1.50 0
7 1.75 0
7 2.00 0
7 2.25 0
7 2.50 0
7 2.75 0
8 0.00 515
8 0.25 17
8 0.50 5
8 0.75 0
8 1.00 2
8 1.25 1
8 1.50 0
8 1.75 0
8 2.00 0
8 2.25 0
8 2.50 0
8 2.75 0
9 0.00 479
9 0.25 21
9 0.50 1
9 0.75 1
9 1.00 2
9 1.25 0
9 1.50 0
9 1.75 0
9 2.00 0
9 2.25 0
9 2.50 0
9 2.75 0
10 0.00 506
10 0.25 22
10 0.50 5
10 0.75 2
10 1.00 0
10 1.25 0
10 1.50 0
10 1.75 0
10 2.00 0
10 2.25 0
10 2.50 0
10 2.75 0
11 0.00 500
11 0.25 16
11 0.50 4
11 0.75 3
11 1.00 0
11 1.25 0
11 1.50 0
11 1.75 0
11 2.00 0
11 2.25 0
11 2.50 0
11 2.75 0
12 0.00 588
12 0.25 22
12 0.50 3
12 0.75 0
12 1.00 0
12 1.25 0
12 1.50 0
12 1.75 0
12 2.00 0
12 2.25 0
12 2.50 0
12 2.75 0
13 0.00 584
13 0.25 24
13 0.50 8
13 0.75 1
13 1.00 0
13 1.25 0
13 1.50 0
13 1.75 0
13 2.00 0
13 2.25 0
13 2.50 0
13 2.75 0
14 0.00 576
14 0.25 29
14 0.50 3
14 0.75 1
14 1.00 0
14 1.25 2
14 1.50 0
14 1.75 0
14 2.00 0
14 2.25 0
14 2.50 0
14 2.75 0
15 0.00 623
15 0.25 20
15 0.50 2
15 0.75 1
15 1.00 0
15 1.25 0
15 1.50 0
15 1.75 0
15 2.00 0
15 2.25 0
15 2.50 0
15 2.75 0
16 0.00 614
16 0.25 26
16 0.50 7
16 0.75 5
16 1.00 1
16 1.25 0
16 1.50 0
16 1.75 0
16 2.00 0
16 2.25 0
16 2.50 0
16 2.75 0
17 0.00 673
17 0.25 24
17 0.50 5
17 0.75 2
17 1.00 0
17 1.25 0
17 1.50 0
17 1.75 0
17 2.00 0
17 2.25 0
17 2.50 0
17 2.75 0
18 0.00 701
18 0.25 32
18 0.50 7
18 0.75 2
18 1.00 0
18 1.25 0
18 1.50 0
18 1.75 0
18 2.00 0
18 2.25 0
18 2.50 0
18 2.75 0
19 0.00 681
19 0.25 28
19 0.50 5
19 0.75 2
19 1.00 1
19 1.25 0
19 1.50 0
19 1.75 0
19 2.00 0
19 2.25 0
19 2.50 0
19 2.75 0
20 0.00 716
20 0.25 30
20 0.50 5
20 0.75 2
20 1.00 0
20 1.25 0
20 1.50 0
20 1.75 0
20 2.00 0
20 2.25 0
20 2.50 0
20 2.75 0
21 0.00 738
21 0.25 29
21 0.50 6
21 0.75 2
21 1.00 2
21 1.25 1
21 1.50 0
21 1.75 0
21 2.00 0
21 2.25 0
21 2.50 0
21 2.75 0
22 0.00 693
22 0.25 28
22 0.50 5
22 0.75 1
22 1.00 1
22 1.25 1
22 1.50 0
22 1.75 0
22 2.00 0
22 2.25 0
22 2.50 0
22 2.75 0
23 0.00 802
23 0.25 28
23 0.50 10
23 0.75 3
23 1.00 0
23 1.25 0
23 1.50 0
23 1.75 0
23 2.00 0
23 2.25 0
23 2.50 0
23 2.75 0
24 0.00 758
24 0.25 40
24 0.50 9
24 0.75 2
24 1.00 0
24 1.25 1
24 1.50 0
24 1.75 0
24 2.00 0
24 2.25 0
24 2.50 0
24 2.75 0
25 0.00 844
25 0.25 37
25 0.50 8
25 0.75 2
25 1.00 2
25 1.25 0
25 1.50 0
25 1.75 0
25 2.00 0
25 2.25 0
25 2.50 0
25 2.75 0
26 0.00 791
26 0.25 49
26 0.50 9
26 0.75 3
26 1.00 0
26 1.25 0
26 1.50 0
26 1.75 0
26 2.00 0
26 2.25 0
26 2.50 0
26 2.75 0
27 0.00 870
27 0.25 36
27 0.50 8
27 0.75 1
27 1.00 1
27 1.25 1
27 1.50 0
27 1.75 0
27 2.00 0
27 2.25 0
27 2.50 0
27 2.75 0
28 0.00 923
28 0.25 37
28 0.50 7
28 0.75 2
28 1.00 1
28 1.25 0
28 1.50 0
28 1.75 0
28 2.00 0
28 2.25 0
28 2.50 0
28 2.75 0
29 0.00 914
29 0.25 35
29 0.50 6
29 0.75 4
29 1.00 0
29 1.25 0
29 1.50 0
29 1.75 0
29 2.00 0
29 2.25 0
29 2.50 0
29 2.75 0
30 0.00 920
30 0.25 43
30 0.50 9
30 0.75 4
30 1.00 1
30 1.25 1
30 1.50 0
30 1.75 0
30 2.00 0
30 2.25 0
30 2.50 0
30 2.75 0
31 0.00 986
31 0.25 41
31 0.50 17
31 0.75 2
31 1.00 1
31 1.25 0
31 1.50 0
31 1.75 0
31 2.00 0
31 2.25 0
31 2.50 0
31 2.75 0
32 0.00 944
32 0.25 40
32 0.50 15
32 0.75 5
32 1.00 1
32 1.25 1
32 1.50 0
32 1.75 0
32 2.00 0
32 2.25 0
32 2.50 0
32 2.75 0
33 0.00 1025
33 0.25 47
33 0.50 16
33 0.75 1
33 1.00 4
33 1.25 1
33 1.50 0
33 1.75 0
33 2.00 0
33 2.25 0
33 2.50 0
33 2.75 0
34 0.00 1020
34 0.25 62
34 0.50 10
34 0.75 5
34 1.00 1
34 1.25 0
34 1.50 0
34 1.75 1
34 2.00 0
34 2.25 0
34 2.50 0
34 2.75 0
35 0.00 1016
35 0.25 50
35 0.50 18
35 0.75 7
35 1.00 3
35 1.25 1
35 1.50 1
35 1.75 0
35 2.00 0
35 2.25 0
35 2.50 0
35 2.75 0
36 0.00 1017
36 0.25 54
36 0.50 11
36 0.75 12
36 1.00 3
36 1.25 1
36 1.50 0
36 1.75 0
36 2.00 0
36 2.25 0
36 2.50 0
36 2.75 0
37 0.00 1126
37 0.25 64
37 0.50 21
37 0.75 5
37 1.00 5
37 1.25 0
37 1.50 1
37 1.75 0
37 2.00 0
37 2.25 0
37 2.50 0
37 2.75 0
38 0.00 1119
38 0.25 44
38 0.50 14
38 0.75 3
38 1.00 0
38 1.25 1
38 1.50 0
38 1.75 0
38 2.00 0
38 2.25 0
38 2.50 0
38 2.75 0
39 0.00 1100
39 0.25 58
39 0.50 24
39 0.75 5
39 1.00 3
39 1.25 1
39 1.50 0
39 1.75 0
39 2.00 0
39 2.25 0
39 2.50 0
39 2.75 0
40 0.00 1138
40 0.25 79
40 0.50 23
40 0.75 8
40 1.00 1
40 1.25 0
40 1.50 0
40 1.75 0
40 2.00 0
40 2.25 0
40 2.50 0
40 2.75 0
41 0.00 1219
41 0.25 75
41 0.50 23
41 0.75 6
41 1.00 4
41 1.25 0
41 1.50 0
41 1.75 0
41 2.00 0
41 2.25 0
41 2.50 0
41 2.75 0
42 0.00 1218
42 0.25 71
42 0.50 13
42 0.75 6
42 1.00 1
42 1.25 0
42 1.50 0
42 1.75 0
42 2.00 0
