       1  0.00000       2
  3 -0.428195     -0.288873     -0.601808      0.00000    
  3  0.254271      0.952967     -0.209106      0.00000    
       2  0.00000       2
  3  0.429125      0.692368      0.239739      0.00000    
  3  0.950122E-01 -0.947426       1.57261      0.00000    
       3  0.00000       2
  3  0.484318      -1.40088       1.19220      0.00000    
  3  0.136423     -0.978471E-01 -0.367947      0.00000    
       4  0.00000       2
  3 -0.727596      0.480699      0.165382      0.00000    
  3 -0.396889E-01 -0.975867      0.156564      0.00000    
       5  0.00000       2
  3 -0.141009      0.135478      0.328627      0.00000    
  3  0.108365     -0.380492     -0.505966E-01  0.00000    
       6  0.00000       2
  3  -1.20777      0.234122      0.169978      0.00000    
  3  0.740471      0.178973      0.442240      0.00000    
       7  0.00000       2
  3  -1.43310     -0.300356     -0.522553      0.00000    
  3  0.328602     -0.221191     -0.144790      0.00000    
       8  0.00000       2
  3  0.562101      0.116598E-01  0.987135      0.00000    
  3 -0.118140E-01 -0.624535       1.31882      0.00000    
       9  0.00000       2
  3  0.265800     -0.396275      0.274220      0.00000    
  3  0.125569      0.650464     -0.551650      0.00000    
      10  0.00000       2
  3  0.447740      0.232802      0.449836E-01  0.00000    
  3 -0.347275      0.227806E-01  0.118002      0.00000    
      11  0.00000       2
  3  0.265621     -0.241923      0.399323      0.00000    
  3 -0.938421     -0.273650     -0.981350      0.00000    
      12  0.00000       2
  3 -0.509298      -1.08685     -0.334939E-01  0.00000    
  3  0.118553      0.123624E-01 -0.289042E-01  0.00000    
      13  0.00000       2
  3 -0.774501     -0.602381     -0.181165      0.00000    
  3  0.440125E-01 -0.214497     -0.428052E-01  0.00000    
      14  0.00000       2
  3 -0.660836      -1.15769     -0.538306      0.00000    
  3  0.661837      0.314924      0.629841      0.00000    
      15  0.00000       2
  3  0.338457     -0.429431     -0.577903      0.00000    
  3 -0.244948E-01   1.16649      0.493431      0.00000    
      16  0.00000       2
  3   1.07626      0.448820     -0.804642E-01  0.00000    
  3 -0.843635     -0.164814       1.38097      0.00000    
      17  0.00000       2
