0 0.00 56
0 0.25 17
0 0.50 11
0 0.75 9
0 1.00 9
0 1.25 6
0 1.50 4
0 1.75 3
0 2.00 0
0 2.25 0
0 2.50 0
0 2.75 0
1 0.00 88
1 0.25 34
1 0.50 19
1 0.75 12
1 1.00 9
1 1.25 5
1 1.50 2
1 1.75 3
1 2.00 0
1 2.25 0
1 2.50 0
1 2.75 0
2 0.00 81
2 0.25 25
2 0.50 15
2 0.75 13
2 1.00 9
2 1.25 5
2 1.50 4
2 1.75 3
2 2.00 1
2 2.25 2
2 2.50 0
2 2.75 0
3 0.00 82
3 0.25 10
3 0.50 21
3 0.75 13
3 1.00 6
3 1.25 6
3 1.50 2
3 1.75 2
3 2.00 1
3 2.25 1
3 2.50 1
3 2.75 0
4 0.00 100
4 0.25 22
4 0.50 14
4 0.75 6
4 1.00 8
4 1.25 6
4 1.50 3
4 1.75 2
4 2.00 2
4 2.25 0
4 2.50 0
4 2.75 0
5 0.00 96
5 0.25 35
5 0.50 15
5 0.75 14
5 1.00 7
5 1.25 9
5 1.50 7
5 1.75 2
5 2.00 2
5 2.25 1
5 2.50 0
5 2.75 0
6 0.00 110
6 0.25 26
6 0.50 21
6 0.75 11
6 1.00 5
6 1.25 10
6 1.50 4
6 1.75 5
6 2.00 1
6 2.25 0
6 2.50 0
6 2.75 0
7 0.00 103
7 0.25 22
7 0.50 19
7 0.75 13
7 1.00 11
7 1.25 5
7 1.50 8
7 1.75 4
7 2.00 2
7 2.25 0
7 2.50 0
7 2.75 0
8 0.00 113
8 0.25 14
8 0.50 20
8 0.75 16
8 1.00 7
8 1.25 4
8 1.50 5
8 1.75 0
8 2.00 1
8 2.25 0
8 2.50 0
8 2.75 0
9 0.00 94
9 0.25 25
9 0.50 25
9 0.75 8
9 1.00 7
9 1.25 6
9 1.50 4
9 1.75 4
9 2.00 4
9 2.25 0
9 2.50 0
9 2.75 0
10 0.00 104
10 0.25 17
10 0.50 19
10 0.75 13
10 1.00 5
10 1.25 12
10 1.50 7
10 1.75 2
10 2.00 1
10 2.25 0
10 2.50 0
10 2.75 0
11 0.00 118
11 0.25 33
11 0.50 16
11 0.75 14
11 1.00 8
11 1.25 2
11 1.50 5
11 1.75 1
11 2.00 3
11 2.25 0
11 2.50 1
11 2.75 0
12 0.00 133
12 0.25 16
12 0.50 27
12 0.75 16
12 1.00 9
12 1.25 1
12 1.50 6
12 1.75 0
12 2.00 1
12 2.25 0
12 2.50 0
12 2.75 0
13 0.00 101
13 0.25 18
13 0.50 14
13 0.75 8
13 1.00 7
13 1.25 4
13 1.50 3
13 1.75 1
13 2.00 2
13 2.25 0
13 2.50 1
13 2.75 0
14 0.00 109
14 0.25 27
14 0.50 13
14 0.75 14
14 1.00 10
14 1.25 2
14 1.50 3
14 1.75 1
14 2.00 2
14 2.25 0
14 2.50 0
14 2.75 0
15 0.00 123
15 0.25 26
15 0.50 10
15 0.75 8
15 1.00 9
15 1.25 2
15 1.50 4
15 1.75 3
15 2.00 1
15 2.25 0
15 2.50 0
15 2.75 0
16 0.00 105
16 0.25 18
16 0.50 17
16 0.75 17
16 1.00 5
16 1.25 8
16 1.50 2
16 1.75 3
16 2.00 1
16 2.25 1
16 2.50 0
16 2.75 0
17 0.00 110
17 0.25 22
17 0.50 16
17 0.75 9
17 1.00 6
17 1.25 11
17 1.50 3
17 1.75 4
17 2.00 1
17 2.25 0
17 2.50 0
17 2.75 0
18 0.00 98
18 0.25 25
18 0.50 9
18 0.75 13
18 1.00 11
18 1.25 7
18 1.50 2
18 1.75 1
18 2.00 1
18 2.25 0
18 2.50 0
18 2.75 0
19 0.00 119
19 0.25 20
19 0.50 12
19 0.75 10
19 1.00 4
19 1.25 3
19 1.50 1
19 1.75 2
19 2.00 2
19 2.25 0
19 2.50 1
19 2.75 0
20 0.00 123
20 0.25 18
20 0.50 8
20 0.75 14
20 1.00 12
20 1.25 2
20 1.50 3
20 1.75 1
20 2.00 1
20 2.25 0
20 2.50 0
20 2.75 0
21 0.00 123
21 0.25 16
21 0.50 23
21 0.75 8
21 1.00 8
21 1.25 5
21 1.50 2
21 1.75 2
21 2.00 2
21 2.25 0
21 2.50 0
21 2.75 0
22 0.00 145
22 0.25 20
22 0.50 9
22 0.75 11
22 1.00 10
22 1.25 8
22 1.50 2
22 1.75 2
22 2.00 1
22 2.25 0
22 2.50 0
22 2.75 0
23 0.00 108
23 0.25 22
23 0.50 9
23 0.75 10
23 1.00 16
23 1.25 5
23 1.50 5
23 1.75 4
23 2.00 0
23 2.25 0
23 2.50 0
23 2.75 0
24 0.00 126
24 0.25 20
24 0.50 11
24 0.75 6
